dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;dcat.relation;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.parent_domain;default.update_frequency;metadonnees-complementaires.date-observation;metadonnees-complementaires.periode-donnees;metadonnees-complementaires.champ;metadonnees-complementaires.couverture-geographique;metadonnees-complementaires.unite-statistique;metadonnees-complementaires.secret-statistique;datasetid
2016-12-07;;;;;;Quotidienne;France;2016-2040;;;;;2015-12-31T23:00:00+00:00;2040-12-30T23:00:00+00:00;;;Annuaire de l'éducation;"<p>Annuaire de l'éducation : données sur les établissements publics et privés ouverts situés en France. Le jeu de données couvre le premier degré, le second degré, les établissements médico-sociaux, les Centre d'Information et d'Orientation ainsi que les établissements administratifs. <br></p><p>Sources : données ONISEP et RAMSESE</p>

";Données de référence;structures,unités d'enseignement,établissements,écoles,EPLE,public,privé,internat,demi-pension,restauration,cité scolaire,CFA,lycées,collèges,lycées professionnels;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-27T06:05:14+00:00;True;True;2026-01-27T06:05:14+00:00;2026-01-27T06:05:15.231000+00:00;world;True;World;Point;"{""coordinates"": [[[168.10648960992694, 51.07118995394558], [-63.10663995333016, 51.07118995394558], [-63.10663995333016, -22.66973538324237], [168.10648960992694, -22.66973538324237], [168.10648960992694, 51.07118995394558]]], ""type"": ""Polygon""}";DNE - Ministère de l'Education Nationale;;68948;;;;;;;False;;;;;;;;;fr-en-annuaire-education
2019-07-16;2019-07-16;;;;;Ponctuelle;France;2019;;;;;2018-12-31T23:00:00+00:00;2019-12-30T23:00:00+00:00;;;Compléments aux programmes d'enseignement du premier degré;<p>Les attendus de fin d'année et les repères annuels de progression  doivent permettre aux équipes pédagogiques de mener un enseignement  rigoureux, explicite et progressif tout au long de la scolarité  obligatoire. Ils apportent une aide aux professeurs pour mieux organiser  leur année. Ils offrent des références communes pour que les  connaissances, compétences, notions et objets d'enseignement soient  abordés de façon équilibrée tout au long des trois années de chaque  cycle.</p>;Enseignements (dont formation, spécialité, langue, sport),Politique éducative (dont éducation prioritaire);programmes d'enseignement;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-02-19T11:20:16.001000+00:00;True;True;2019-07-16T12:39:59+00:00;2025-02-19T11:20:52.629000+00:00;world_fr;True;France;;;DGESCO - Ministère de l'éducation nationale;;16;;;;;;;False;;;;;;;;;fr-en-complements-programmes-premier-degre
2016-11-14;;;;;depp-ramsese@education.gouv.fr;Quotidienne;France + COM;;;;;;;;;;Adresse et géolocalisation des établissements d'enseignement des premier et second degrés;"<span style=""color:#1F497D"">Liste géolocalisée des 
établissements d'enseignement des premier et second degrés (tous 
ministères de tutelle, secteurs public et privé) situés en France et 
dans les collectivités d'outre-mer. Les établissements
 concernés sont déterminés selon leur code nature dans la nomenclature 
de l'éducation nationale. Les codes entre 100 et 199 (premier degré) et 
entre 300 et 399 (second degré) sont retenus.</span>
<p class=""MsoNormal""><span style=""color:#1F497D""> </span></p>
<p class=""MsoNormal""><span style=""color:#1F497D"">Les données sont issues de RAMSESE (répertoire académique et ministériel sur les établissements du système éducatif).</span></p>";Données de référence;structures,unités d'enseignement,établissements,écoles,EPLE,public,privé,lycées,collèges,lycées professionnels;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-27T06:04:17+00:00;True;True;2026-01-27T06:04:17+00:00;2026-01-27T06:04:17.330000+00:00;world;True;World;Point;"{""coordinates"": [[[168.10648960992694, 51.07118995394558], [-63.10663995333016, 51.07118995394558], [-63.10663995333016, -22.66973538324237], [168.10648960992694, -22.66973538324237], [168.10648960992694, 51.07118995394558]]], ""type"": ""Polygon""}";DEPP – Ministère de l’éducation nationale;;63946;;;;;;;False;;;date de la veille;;écoles et établissements des premier et second degrés ouverts ou à ouvrir et immatriculés dans le répertoire RAMSESE (public, privé sous et hors contrat);;Unité administrative immatriculée UAI;;fr-en-adresse-et-geolocalisation-etablissements-premier-et-second-degre
2017-06-09;;;;;;Annuelle;;Session annuelle des examens du DNB de Juin à Septembre;;;;;2016-06-29T22:00:00+00:00;2024-06-29T22:00:00+00:00;;;Résultats détaillés au DNB;"<p>Ce jeu de données présente les résultats au Diplôme National du Brevet, en les détaillant par âge, série et sexe. <br><br>Le DNB sanctionne la formation secondaire au terme des classes de troisième. Il atteste de la maîtrise des compétences du socle commun des connaissances et des compétences, depuis la session de 2011. Pour les candidats scolaires, l'obtention du DNB est liée à la fois à la maîtrise du socle commun et aux résultats obtenus aux épreuves de l'examen terminal. Les candidats individuels sont évalués par un examen écrit. <br><br>Depuis 2013, le DNB comporte deux séries : la série générale et la série professionnelle. Jusqu'en 2012, il comportait trois séries : la série collège, la série technologique et la série professionnelle.<br>Ce jeu de données regroupe l'ensemble des candidats au DNB des sessions de juin et de septembre. <br><br>La date d'observation est définie au 30 juin de chaque année même si la date des épreuves varie d'une année à l'autre.<br><br>Dernière observation : Session 2024 du DNB<br><br>Pour en savoir plus :<br>Note d'information : <a href=""https://www.education.gouv.fr/resultats-definitifs-de-la-session-2024-du-diplome-national-du-brevet-dnb-416584"" target=""_blank"">25.09</a> ; <a href=""https://www.education.gouv.fr/resultats-definitifs-de-la-session-2023-du-diplome-national-du-brevet-dnb-et-evolutions-depuis-2018-414006"" target=""_blank"">24.10</a></p>";Diplômes et examens;diplôme national du brevet,DNB,résultats scolaires,examens,taux de réussite;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-09-03T15:17:00+00:00;True;True;2025-09-03T15:17:00+00:00;2025-09-03T15:17:00.502000+00:00;world_fr;True;France;;;DEPP – Ministère de l’éducation nationale;;4975;;;;;;;False;;ANNUAL;30/06/2024;2016-2024;Les candidats au DNB quels que soient leur origine scolaire (candidats individuels compris) et le ministère de rattachement des établissements fréquentés (éducation nationale et agriculture).;France (Mayotte à partir de 2011);Les candidats au DNB;;fr-en-resultats-detailles-au-dnb
;;Paris 2024;;;;;;;;;;;;;;;Paris 2024 - Périmètres de sécurité;"<p>Cette couche délimite les périmètres des sites des Jeux Olympiques de PARIS 2024. La couche des Périmètre des sites (COJO) renseigne : le nom des sites, leurs usages ""Compétition, Non compétition, d'entrainement"" et les sports pratiqués.</p>";Sport, jeunesse et vie associative;Périmètres;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-10-01T10:01:28+00:00;False;False;2024-10-07T15:08:05+00:00;2024-10-07T15:08:06.241000+00:00;;False;;MultiPolygon,Polygon;"{""coordinates"": [[[7.193974927067757, 50.61328876297921], [-149.25173487514257, 50.61328876297921], [-149.25173487514257, -17.86390095949173], [7.193974927067757, -17.86390095949173], [7.193974927067757, 50.61328876297921]]], ""type"": ""Polygon""}";Ministère des Sports;;52;;;;;;;False;;;;;;;;;paris-2024-perimetres-de-securite
2025-09-19;2025-09-19;;;;diplome.apprentissage@education.gouv.fr;daily;France;N/A;;;;;;;;;Codification des diplômes et certifications préparés par la voie de l’apprentissage;"Cette codification permet de répertorier et d’organiser les formations et les diplômes dans des nomenclatures pour faciliter leur traitement informatique. Enrichie et mise à jour par le ministère chargé de l’éducation nationale, elle est mise à disposition pour répondre aux besoins d’autres acteurs de l’éducation. <br><br>Cette codification concerne l’ensemble des diplômes technologiques et professionnels des ministères chargés de l’éducation nationale et de l’agriculture. Y sont ajoutés, en tant que de besoin et à la demande des centres de formation par l’apprentissage, les autres diplômes et titres inscrits au répertoire national des certifications professionnelles (RNCP), dès lors qu’ils sont préparés par la voie de l’apprentissage.<br><br>Dans le premier cas, les mises à jour sont effectuées dès parution des arrêtés ministériels par les services compétents des deux ministères. Dans le second cas, elles sont effectuées périodiquement après confirmation du renouvellement de l’inscription de la certification au RNCP (renouvellement d’une procédure d’homologation ou d’habilitation pour les diplômes inscrits de droit au RNCP comme les diplômes d’ingénieurs ou les licences et les masters des universités, ou renouvellement à échéance de l’arrêté d’inscription pour toutes les certifications inscrites à la demande).<br><br>La nomenclature est utilisée pour la gestion et le suivi statistique des formations en établissement dans le second degré et pour l’enquête statistique Système d’information sur la formation des apprentis (Sifa). Elle est également utilisée au moment de l’enregistrement des contrats d’apprentissage et reprise par les systèmes d’information des régions.<br><br>Ce jeu de données est actualisé quotidiennement. Si un nouveau diplôme n’apparaît pas dans la liste, vous pouvez demander à ce qu’il y soit ajouté, après avoir vérifié qu'il est bien préparé par la voie de l'apprentissage.<br><br>Système de codification<br><br>La codification des diplômes et certifications préparés par la voie de l’apprentissage se traduit par un code à 8 positions.<br><br>    Le 1er chiffre représente le niveau interministériel (nomenclature de 1969).<br>    Les 2e et 3e chiffres, associés au chiffre de niveau interministériel, représentent le niveau de diplôme (BTS, baccalauréat professionnel, CAP, etc.).<br>    Les 4e, 5e et 6e chiffres correspondent au groupe de spécialité de la nomenclature des spécialités de formation (NSF 1994).<br>    Les 7e et 8e chiffres sont un numéro d’ordre.<br><br>La lettre de spécialité (champ d’application disciplinaire ou fonction), croisée avec le groupe de spécialité, représente le niveau 700 de la NSF ; elle constitue une propriété complémentaire non intégrée dans l’identifiant.<br><br>Nomenclatures associées :<br><br>Niveaux de formation<br>La nomenclature de référence est celle des niveaux de formation de la commission statistique nationale de la formation professionnelle et de la promotion sociale de mars 1969, en distinguant toutefois les niveaux II et I. Une exception est à noter concernant les mentions complémentaires codées en 0 sans distinction entre les niveaux IV et V.<br><br>Niveaux de diplômes<br>Il s’agit d’une déclinaison spécifique à l’éducation nationale qui permet d’identifier les différents diplômes de chaque niveau. Les classes définies et leurs évolutions sont fortement déterminées par les besoins des systèmes statistiques et de gestion. Par convention avec le ministère de l’agriculture, les CAP, baccalauréats technologique et professionnel, BT et BTS agricoles ont été isolés dans des classes spécifiques (dernier chiffre se terminant par 3 : 503, 433, 423, 403, 323, etc.) afin de faciliter les échanges avec ce ministère.<br><br>Spécialités de formation (NSF)<br>Élaborée par l’Insee dans le cadre du Conseil national de l'information statistique, la nomenclature des spécialités de formation, couvre l'ensemble des formations, quel qu'en soit le niveau : formations initiales ou continues, secondaires ou supérieures, professionnelles ou non.<br><p><br></p>";Données de référence;nomenclature,codification,diplôme,certification,apprentissage ;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-27T06:02:10+00:00;True;True;2026-01-27T06:02:10+00:00;2026-01-27T06:02:10.862000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;3655;;;;;;;False;;DAILY;date de la veille;N/A;L’ensemble des diplômes technologiques et professionnels des ministères chargés de l’éducation nationale et de l’agriculture. Y sont ajoutés, en tant que de besoin et à la demande des centres de formation par l’apprentissage (CFA), les autres diplômes et titres inscrits au répertoire national des certifications professionnelles (RNCP), dès lors qu’ils sont préparés par la voie de l’apprentissage.;France;Les diplômes et certifications;;fr-en-formations_diplomes
2021-07-02;2021-07-02;;;;;Annuelle;France;2021-2023;;;;;2020-12-31T23:00:00+00:00;2023-12-30T23:00:00+00:00;;;Carte scolaire des collèges publics;"

<p style=""text-align:justify"">Les collèges publics accueillent en priorité les
élèves habitant dans leur secteur de recrutement. Ce secteur est déterminé par
le lieu de résidence de l’élève. Ce n’est donc ni l’école primaire fréquentée,
ni le lieu d’exercice professionnel des parents qui déterminent le (ou les)
collège(s) de secteur.</p>

<p style=""text-align:justify"">C’est le conseil départemental qui <strong><span style='font-family:""Calibri"",sans-serif'>définit la « carte scolaire des
collèges publics », c’est-à-dire les secteurs de recrutement des
différents collèges publics du département</span></strong>, en précisant dans
quel(s) collège(s) public(s) doivent être scolarisés les élèves qui habitent
dans telle zone du département. Lorsque cela favorise la mixité sociale, le
conseil départemental peut décider qu’un même secteur de recrutement soit
partagé par plusieurs collèges publics (on parle dans ce cas de « secteur
multi-collèges »). </p>

<p>Référence : Code de l'éducation, article L213-1 (<a href=""https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031104883"" target=""_blank"">https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000031104883</a>)</p>

<p class=""MsoNormal"" style=""mso-margin-top-alt:auto;mso-margin-bottom-alt:auto""><span style='font-size:12.0pt;font-family:""Times New Roman"",serif;mso-fareast-font-family:
""Times New Roman"";mso-fareast-language:FR'>La carte scolaire est prise en
compte par le DASEN pour préparer l’affectation des élèves au moyen de
l'application Affelnet 6e. Pour automatiser le rapprochement entre l’adresse
des élèves et leur(s) collège(s) de secteur, le DASEN peut importer un fichier
de carte scolaire dans Affelnet 6e, sous réserve que ce fichier ait été
préalablement transmis par le conseil départemental dans un format harmonisé,
défini à l'échelle nationale.</span></p>

<p class=""MsoNormal"" style=""mso-margin-top-alt:auto;mso-margin-bottom-alt:auto""><span style='font-size:12.0pt;font-family:""Times New Roman"",serif;mso-fareast-font-family:
""Times New Roman"";mso-fareast-language:FR'>Le jeu de données publié résulte de
l’agrégation, au niveau national, des fichiers départementaux <b>utilisés par
les DASEN pour déterminer automatiquement le(s) collège(s) de secteur des
élèves</b>. Pour l'année 2025, ce jeu de données couvre 95 départements (sur un
total de 101).</span></p><ul><li><span style='font-size:12.0pt;font-family:""Times New Roman"",serif;mso-fareast-font-family:
""Times New Roman"";mso-fareast-language:FR'></span><span style='font-size:12.0pt;font-family:""Times New Roman"",serif;
mso-fareast-font-family:""Times New Roman"";mso-fareast-language:FR'>Six
départements n'ont pas encore intégré leurs données de carte scolaire dans
l'application Affelnet 6<sup>e</sup> : </span>la <strong><span style='font-family:""Calibri"",sans-serif'>Charente-Maritime</span></strong>, les
<strong><span style='font-family:""Calibri"",sans-serif'>Côtes-d’Armor</span></strong>,
la <strong><span style='font-family:""Calibri"",sans-serif'>Corse-du-Sud</span></strong>,
la <strong><span style='font-family:""Calibri"",sans-serif'>Guadeloupe</span></strong>,
la <strong><span style='font-family:""Calibri"",sans-serif'>Martinique</span></strong>
et <strong><span style='font-family:""Calibri"",sans-serif'>Mayotte.</span></strong></li><li><span style='font-size:12.0pt;font-family:""Times New Roman"",serif;mso-fareast-font-family:
     ""Times New Roman"";mso-fareast-language:FR'>Par ailleurs, des communes
     appartenant à deux des six départements concernés (la <b style=""mso-bidi-font-weight:
     normal"">Charente-Maritime</b> et les <b style=""mso-bidi-font-weight:normal"">Côtes-d’Armor</b>),
     figurent dans le jeu de données au motif qu’elles sont couvertes par le
     secteur d’un collège situé dans un département limitrophe et qui dispose
     d’un fichier de carte scolaire.</span></li></ul>

<span style='font-size:11.0pt;font-family:""Calibri"",sans-serif;mso-fareast-font-family:
Calibri;mso-fareast-theme-font:minor-latin;mso-ansi-language:FR;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA'><br clear=""all"" style=""mso-special-character:line-break;
page-break-before:always""/>
</span>

<p class=""MsoNormal"" style=""margin-top:6.0pt;margin-right:0cm;margin-bottom:6.0pt;
margin-left:0cm""><span style='font-size:12.0pt;font-family:""Times New Roman"",serif;
mso-fareast-font-family:""Times New Roman"";mso-fareast-language:FR'> </span></p>

";Elèves, étudiants, et apprentis,Etablissements (dont IPS);collèges,carte scolaire,affectation;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-26T11:26:58.235000+00:00;True;True;2025-11-14T14:22:05+00:00;2026-01-26T11:27:38.790000+00:00;world_fr;True;France;;;DGESCO - Ministère de l'éducation nationale;;520678;;;;;;;False;;ANNUAL;;;;;;;fr-en-carte-scolaire-colleges-publics
2023-11-23;2023-12-14;;;;;Ponctuelle;France;la rentrée scolaire;;;;;2022-12-31T23:00:00+00:00;2023-12-30T23:00:00+00:00;;;Résultats aux évaluations nationales de début de sixième par département;"Ce jeu de données contient les scores moyens et les 
écarts types, ainsi que les répartitions dans les groupes des élèves de 
sixième aux évaluations nationales de français et de mathématiques. Les 
statistiques sont issues des données consolidées. Les données sont 
présentées par département et au niveau national.<br><br>Cette 
évaluation se déroule en septembre chaque année pour tous les élèves de 
sixième des établissements publics et privés sous contrat. La date 
d'évaluation est indiquée comme étant le 15 septembre de chaque année, 
elle varie de quelques jours d'un établissement à l'autre et d'une année
 à l'autre.";Evaluation des élèves;Évaluations,sixième,scores,groupe;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-03-06T16:09:29+00:00;True;True;2025-03-06T16:09:29+00:00;2025-03-06T16:09:30.139000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;4896;;;;;;;False;;;15/09/2024;2017-2024;Public et privé sous contrat sous tutelle du ministère de l'éducation nationale;France + Saint-Martin et Saint-Barthélemy rattachées à l’académie de la Guadeloupe;Les élèves de sixième;;fr-en-evaluations_nationales_6eme_departement
2025-04-14;2025-04-14;;;;;annual;;;;;NationalAuthority;;;;;;Territoires éducatifs ruraux;<p>Identification des établissements inscrits dans les territoires éducatifs ruraux (TER), selon les vagues de conventionnement. L'implantation permet de visualiser les communes signataires et les périmètres des EPCI sur le territoire.</p>;Politique éducative (dont éducation prioritaire),Organisation du système scolaire;;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-09-03T08:43:31+00:00;False;True;2025-09-03T08:43:31+00:00;2025-09-03T08:43:31.639000+00:00;world_de,world_fr;True;Germany,France;MultiPolygon,Polygon;"{""coordinates"": [[[55.70577710866928, 50.796510418877006], [-61.337180295959115, 50.796510418877006], [-61.337180295959115, -21.389617477543652], [55.70577710866928, -21.389617477543652], [55.70577710866928, 50.796510418877006]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;;2830;INSEE IGN NaturalEarth DGCL - BANATIC MEFR MAA;;;;;;False;;ANNUAL;;;;France métropole et DOM;;;fr-en-territoires-educatifs-ruraux
;;;;;;;;;;;;;;;;;"Challenge Cyber ""Passe ton hack d'abord""";"<p style=""box-sizing: inherit; font-family: Marianne, arial, sans-serif; margin-bottom: 24px; font-size: 16px; line-height: 1.5rem; color: rgb(58, 58, 58);"">Chaque ligne représente la participation d'un lycée au challenge cyber ""Passe ton hack d'abord"", avec les informations associées (nombre d'élèves et groupes inscrits, répartition par sexe).</p><p style=""box-sizing: inherit; font-family: Marianne, arial, sans-serif; margin-bottom: 24px; font-size: 16px; line-height: 1.5rem; color: rgb(58, 58, 58);"">Source des données :<span style=""box-sizing: inherit; font-weight: bolder;"">Grist</span>.</p><p style=""box-sizing: inherit; margin-bottom: 24px; line-height: 1.5rem;""><font color=""#3a3a3a"" face=""Marianne, arial, sans-serif""><span style=""font-size: 16px;""><b>Organisé par le Commandement de la cyberdéfense (COMCYBER) et le ministère de l’Éducation nationale, de l’Enseignement supérieur et de la Recherche,</b> ""Passe Ton Hack d’Abord"" s’adresse à tous les lycéens ainsi qu’aux étudiants de BTS et de classes préparatoires. </span></font></p><p style=""box-sizing: inherit; margin-bottom: 24px; line-height: 1.5rem;""><font color=""#3a3a3a"" face=""Marianne, arial, sans-serif""><span style=""font-size: 16px;"">Pendant trois semaines, les lycéens et étudiants, répartis en équipe de 2 à 6 élèves, devront réaliser une quinzaine de challenges autour de la cybersécurité. <b>Leur mission ? Prendre la place d’un groupe d’intervention cyber (GIC) français pour analyser une cyberattaque menée contre une station pétrolière d’un pays allié</b>. Pour mener à bien cette mission, les équipes devront relever plusieurs épreuves telles que : détecter des attaques cyber de l’ennemi, les contenir, retrouver les prélèvements informatiques, déchiffrer des documents…</span></font></p><p style=""box-sizing: inherit; margin-bottom: 24px; line-height: 1.5rem;""><font color=""#3a3a3a"" face=""Marianne, arial, sans-serif""><span style=""font-size: 16px;"">Sur une plateforme spécialement conçue et immersive, les différents challenges présenteront des cas concrets de cyberattaques dans le domaine militaire. Les élèves et étudiants participants sont invités à se mettre dans la peau d’un cybercombattant ou d’une cybercombattante. La réalisation de chaque défi proposé leur permettra d’acquérir des points supplémentaires pour se hisser en haut du classement.</span></font></p><p style=""box-sizing: inherit; margin-bottom: 24px; line-height: 1.5rem;""><font color=""#3a3a3a"" face=""Marianne, arial, sans-serif""><span style=""font-size: 16px;""><br></span></font></p><p style=""box-sizing: inherit; margin-bottom: 24px; line-height: 1.5rem;""><font color=""#3a3a3a"" face=""Marianne, arial, sans-serif""><span style=""font-size: 16px;"">Cette première approche de la cybersécurité est une opportunité pour les élèves de faire naître de potentielles vocations afin de poursuivre des études et une carrière dans le domaine de la cyberdéfense. </span></font></p><p style=""box-sizing: inherit; font-family: Marianne, arial, sans-serif; margin-bottom: 24px; font-size: 16px; line-height: 1.5rem; color: rgb(58, 58, 58);""><br></p>";Enseignements (dont formation, spécialité, langue, sport);Grist,cybersécurité;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2026-01-26T23:12:56+00:00;True;True;2026-01-26T23:12:56+00:00;2026-01-26T23:12:56.324000+00:00;world_fr;True;France;Point;"{""coordinates"": [[[55.65362901426852, 50.73618724476546], [-61.77946038544178, 50.73618724476546], [-61.77946038544178, -21.34235519450158], [55.65362901426852, -21.34235519450158], [55.65362901426852, 50.73618724476546]]], ""type"": ""Polygon""}";DGESCO - Ministère de l'éducation nationale;https://grist.numerique.gouv.fr/o/docs/4czJ9xUGg7TG/PTHD26;561;;;;;;;False;;DAILY;;;;;;;challenge-cyber-passe-ton-hack-d-abord
2024-04-19;2024-04-19;;;;;annual;;l'année scolaire;;;;;2022-12-31T23:00:00+00:00;2025-06-30T21:59:59+00:00;;;Indices de position sociale des collèges (à partir de 2023);"<p>L’indice de position sociale (IPS) permet d'appréhender le statut social des élèves à partir des professions et catégories sociales (PCS) de leurs parents. À chaque PCS ou couple de PCS est associée une valeur numérique de l’IPS. Cette valeur numérique correspond à un résumé quantitatif d’un ensemble d’attributs socio-économiques et culturels liés à la réussite scolaire. Plus l'indice de position sociale (IPS) est élevé, plus les élèves sont en moyenne d'origine sociale favorisée. Plus il est faible, plus les élèves sont d'origine défavorisée socialement.<br><br>Concrètement, les valeurs de référence de l'indice pour chaque PCS, ou couple de PCS sont déterminées grâce à une méthode statistique qui permet de synthétiser un ensemble de caractéristiques décrivant les conditions de vie des élèves (voir article de Rocher, 2016). L'indice d'une PCS donnée est ainsi le résumé quantitatif d'un certain nombre d'attributs socio-économiques et culturels liés à la réussite scolaire, que l'on retrouve en moyenne pour cette PCS.<br><br>La première version de l’indice, utilisée jusqu’à la rentrée 2021, a été calculée sur les données du panel de la DEPP d’élèves entrés en sixième en 2007. Pour ces 35 000 élèves du panel, on dispose d’une information riche sur leurs conditions de vie permettant d’établir la table de passage PCS- IPS.<br><br>À la rentrée 2022, cette table de passage a été mise à jour en mobilisant les données du panel de la DEPP d’élèves entrés en 2011 en CP.<br><br>Dès lors que les PCS des parents sont renseignés, ce qui est le cas pour la très grande majorité des élèves du second degré, il suffit d'appliquer ces valeurs de référence et de considérer cette nouvelle variable comme un indice, c'est-à-dire de manière quantitative.<br>Le niveau social d'un établissement scolaire est apprécié à travers le calcul de la moyenne des IPS des élèves qui y sont scolarisés.<br><br>Il convient de rappeler que, comme tout indice synthétique, il s’agit d’un résumé simplifié de la réalité, qui ne peut rendre compte à lui seul de la complexité de la situation socio-économique et culturelle des élèves accueillis dans un établissement.<br><br>L’IPS étant basé sur les PCS déclarées par les familles et enregistrées par les établissements, il est soumis à une certaine marge d’erreur : ainsi, il est conseillé de ne pas sur-interpréter des différences de 3 points ou moins concernant les IPS moyens des établissements.<br><br>Enfin, il convient de noter que la méthodologie de calcul de l’indice a changé, entraînant une rupture de série à partir de la rentrée 2022 : les valeurs de référence de l’indice ont changé et les élèves dont les PCS des deux parents sont non renseignées ne rentrent plus dans le calcul de l’IPS moyen de leur établissement (table de passage disponible en pièce jointe ci-dessous).<br><br>Dans le secteur privé sous contrat, des évolutions dans la remontée des PCS sont intervenues à la rentrée 2023 : la deuxième PCS qui n’était que très partiellement remontée jusqu’à présent a connu une évolution très importante de son taux de disponibilité dans les bases (passant d’environ 15% à 75%). On observe en parallèle que les IPS des établissements privés ont augmenté à la rentrée 2023 (+3 points en moyenne), ce qui est en lien direct avec cette évolution sur la deuxième PCS. Ainsi, les évolutions de l’IPS parmi les collèges privés entre 2022 et 2023 doivent être interprétées avec précaution.<br><br>L’indice d’hétérogénéité sociale d’un établissement correspond à l’écart-type de l’indice de position sociale (IPS) de ses élèves. Plus il est élevé, plus le profil social des élèves est diversifié. Cet indice est calculé depuis la rentrée 2019, uniquement pour les établissements du second degré. De même que pour le calcul de l’IPS moyen, à partir de la rentrée 2022, les élèves dont les PCS des deux parents ne sont pas renseignées sont exclus du champ du calcul de l’écart-type.</p><p><br><b>Champ</b><br>Le fichier fournit l’IPS moyen au sein d’un établissement ainsi que l’écart-type des IPS de ses élèves pour les collèges de France sous tutelle de l’Éducation Nationale, publics et privés sous contrat, publics et privés sous contrat, calculés à partir des données de la rentrée N et pour l’ensemble des élèves de l’établissement.</p><p>Dans le fichier mis à disposition, chaque ligne correspond à un collège pour une année scolaire donnée.</p><p><br><b>Référence</b><br>Rocher, T. (2016). Construction d’un indice de position sociale des élèves. Éducation &amp; formations, DEPP, 90, pp.5-27.</p><p>Dauphant F., Evain F., Guillerm M., Simon C., Rocher T. (2023), L’indice de position sociale (IPS) : un outil statistique pour décrire les inégalités sociales entre établissements. Note d’information de la Depp n°23.16.</p><p>En savoir plus sur l’indice de position sociale :  <a href=""https://www.education.gouv.fr/l-indice-de-position-sociale-ips-357755"" target=""_blank"">https://www.education.gouv.fr/l-indice-de-position-sociale-ips-357755</a><br></p>";Etablissements (dont IPS);élèves,collèges,IPS;Licence Ouverte v2.0 (Etalab);http://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2025-10-18T09:55:28.774000+00:00;True;True;2025-07-30T09:26:45+00:00;2025-12-24T13:07:29.021000+00:00;;False;;;;DEPP – Ministère de l’éducation nationale;;13972;;;;;;;False;;;01/10/2023;2023-2024;les collèges des secteurs publics et privés sous contrat;France;Les établissements;;fr-en-ips-colleges-ap2023
